"DATE","normalAvgTemp","normalAvgTempStd","normalMaxTemp","normalMaxTempStd","normalMinTemp","normalMinTempStd","normalMtdPrcp","normalMtdSnow","ELEVATION","STATION","Long","Lat","ZipCode","County","State","RadiusInMiles","BoundsWest","BoundsEast","BoundsNorth","BoundsSouth"
"12-08",26.8,8.6,36.2,8.9,17.4,9.9,1.1,3.2,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-09",26.4,8.6,35.8,8.9,17.1,10,1.24,3.6,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-10",26.1,8.6,35.4,8.8,16.7,10.1,1.38,4.1,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-11",25.7,8.7,35.1,8.8,16.4,10.1,1.52,4.5,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-12",25.4,8.7,34.7,8.7,16,10.2,1.66,5,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-13",25,8.7,34.4,8.7,15.7,10.3,1.8,5.5,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-14",24.7,8.7,34,8.6,15.4,10.3,1.93,6,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-15",24.4,8.7,33.7,8.6,15.1,10.4,2.05,6.5,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-16",24.1,8.7,33.4,8.5,14.7,10.4,2.18,6.9,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-17",23.7,8.7,33.1,8.5,14.4,10.5,2.29,7.4,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-18",23.4,8.7,32.8,8.5,14.1,10.6,2.41,7.9,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-19",23.1,8.7,32.5,8.4,13.8,10.7,2.53,8.4,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-20",22.8,8.8,32.2,8.4,13.5,10.7,2.65,8.9,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-21",22.6,8.8,31.9,8.4,13.2,10.8,2.77,9.4,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-22",22.3,8.8,31.6,8.4,12.9,10.8,2.9,9.9,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-23",22,8.8,31.4,8.4,12.6,10.9,3.01,10.3,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-24",21.7,8.9,31.1,8.4,12.4,10.9,3.14,10.8,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-25",21.5,8.9,30.9,8.4,12.1,11,3.26,11.2,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-26",21.2,9,30.7,8.4,11.8,11,3.39,11.7,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-27",21,9,30.4,8.5,11.5,11,3.52,12.2,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-28",20.7,9.1,30.2,8.6,11.3,11.1,3.65,12.7,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-29",20.5,9.2,30,8.6,11,11.2,3.78,13.2,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-30",20.3,9.3,29.8,8.7,10.7,11.3,3.9,13.7,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"12-31",20.1,9.4,29.7,8.8,10.5,11.3,4.03,14.2,201.2,"USC00276945",-71.65,43.7833,"03245","Grafton County","NH",6,-71.686066,-71.522193,43.796563,43.691931
"01-01",15.9,11.5,24.4,10.8,7.4,13.3,0.11,1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-02",15.6,11.5,24.1,10.8,7.1,13.3,0.22,1.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-03",15.3,11.5,23.9,10.8,6.8,13.3,0.33,2.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-04",15.1,11.6,23.6,10.8,6.5,13.4,0.43,3.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-05",14.8,11.6,23.4,10.9,6.2,13.4,0.55,4.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-06",14.6,11.6,23.2,10.9,6,13.5,0.65,5.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-07",14.4,11.7,23,10.9,5.7,13.5,0.76,6.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-08",14.1,11.7,22.9,10.9,5.4,13.6,0.85,7.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-09",13.9,11.7,22.7,10.9,5.2,13.6,0.95,9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-10",13.7,11.7,22.5,10.8,4.9,13.6,1.05,10,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-11",13.5,11.7,22.4,10.8,4.7,13.7,1.15,11,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-12",13.4,11.7,22.3,10.8,4.5,13.7,1.24,12,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-13",13.2,11.7,22.2,10.8,4.3,13.7,1.34,12.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-14",13.1,11.7,22.1,10.8,4.1,13.7,1.43,13.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-15",12.9,11.7,22,10.7,3.9,13.7,1.52,14.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-16",12.8,11.7,21.9,10.7,3.7,13.6,1.61,15.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-17",12.7,11.6,21.9,10.6,3.5,13.6,1.7,16.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-18",12.6,11.6,21.9,10.6,3.4,13.6,1.79,17.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-19",12.5,11.5,21.9,10.5,3.2,13.5,1.88,18.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-20",12.5,11.4,21.9,10.5,3.1,13.4,1.98,19.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-21",12.4,11.3,21.9,10.4,3,13.3,2.07,20.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-22",12.4,11.2,22,10.3,2.9,13.2,2.16,21.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-23",12.4,11.2,22,10.2,2.8,13.1,2.26,22.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-24",12.4,11.1,22.1,10.2,2.8,13,2.36,23.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-25",12.5,11,22.2,10.1,2.7,12.9,2.46,24.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-26",12.5,10.9,22.3,10.1,2.7,12.9,2.56,25.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-27",12.6,10.9,22.5,10,2.7,12.8,2.66,26.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-28",12.7,10.8,22.6,10,2.7,12.7,2.75,27.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-29",12.8,10.8,22.8,10,2.7,12.7,2.84,29,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-30",12.9,10.7,23,10,2.7,12.6,2.94,30.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"01-31",13,10.7,23.2,9.9,2.8,12.5,3.04,31.3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-01",13.1,10.6,23.4,9.9,2.9,12.4,0.11,1.3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-02",13.3,10.6,23.7,9.9,3,12.4,0.21,2.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-03",13.5,10.5,23.9,9.9,3.1,12.3,0.31,3.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-04",13.7,10.5,24.2,9.9,3.2,12.2,0.41,5,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-05",13.9,10.5,24.4,9.9,3.4,12.2,0.51,6.2,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-06",14.1,10.5,24.7,9.9,3.5,12.2,0.61,7.5,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-07",14.3,10.5,25,10,3.7,12.2,0.71,8.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-08",14.6,10.5,25.3,10,3.9,12.1,0.82,10,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-09",14.8,10.5,25.6,10,4.1,12.1,0.92,11.3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-10",15.1,10.5,25.9,10,4.3,12.1,1.02,12.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-11",15.4,10.5,26.2,10.1,4.5,12.1,1.13,14,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-12",15.6,10.5,26.5,10.1,4.8,12.2,1.24,15.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-13",15.9,10.5,26.8,10.1,5,12.2,1.35,16.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-14",16.2,10.5,27.1,10.1,5.3,12.2,1.46,18,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-15",16.5,10.5,27.4,10.1,5.6,12.2,1.57,19.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-16",16.8,10.6,27.8,10.1,5.9,12.3,1.68,20.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-17",17.1,10.6,28.1,10.2,6.2,12.3,1.79,22.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-18",17.4,10.7,28.4,10.2,6.5,12.4,1.9,23.5,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-19",17.8,10.7,28.7,10.2,6.8,12.5,2.01,24.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-20",18.1,10.8,29,10.3,7.2,12.6,2.12,26.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-21",18.4,10.8,29.3,10.3,7.5,12.6,2.23,27.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-22",18.7,10.9,29.6,10.3,7.8,12.7,2.34,28.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-23",19,10.9,29.9,10.4,8.2,12.7,2.45,29.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-24",19.3,10.9,30.2,10.4,8.5,12.7,2.55,31.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-25",19.7,11,30.5,10.4,8.9,12.8,2.66,32.3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-26",20,11,30.7,10.5,9.2,12.8,2.77,33.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-27",20.3,11.1,31,10.6,9.6,12.8,2.89,34.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-28",20.6,11.1,31.3,10.6,10,12.9,3,35.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"02-29",20.8,11.1,31.4,10.7,10.2,12.9,NA,NA,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-01",20.9,11.2,31.5,10.7,10.3,12.9,0.11,1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-02",21.2,11.2,31.8,10.8,10.7,12.9,0.22,2,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-03",21.6,11.3,32,10.8,11.1,12.9,0.33,2.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-04",21.9,11.3,32.3,10.9,11.5,12.9,0.44,3.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-05",22.2,11.3,32.5,10.9,11.8,12.9,0.55,4.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-06",22.5,11.3,32.7,11,12.2,12.9,0.66,5.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-07",22.8,11.3,33,11,12.6,12.8,0.77,6.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-08",23.1,11.3,33.2,11,13,12.8,0.88,7.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-09",23.4,11.2,33.4,11,13.3,12.7,1,8.5,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-10",23.7,11.2,33.7,11,13.7,12.6,1.11,9.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-11",24,11.2,33.9,11,14.1,12.5,1.22,10.3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-12",24.3,11.1,34.1,11,14.5,12.4,1.32,11.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-13",24.6,11,34.4,11,14.9,12.3,1.42,12,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-14",24.9,10.9,34.6,11,15.2,12.2,1.52,12.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-15",25.3,10.9,34.9,11,15.6,12,1.62,13.5,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-16",25.6,10.8,35.1,10.9,16,11.9,1.72,14.2,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-17",25.9,10.7,35.4,10.9,16.4,11.7,1.82,14.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-18",26.2,10.5,35.7,10.8,16.8,11.6,1.92,15.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-19",26.6,10.4,35.9,10.8,17.2,11.4,2.03,16.3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-20",26.9,10.3,36.2,10.8,17.6,11.2,2.13,17,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-21",27.3,10.2,36.5,10.7,18,11.1,2.24,17.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-22",27.6,10.1,36.8,10.7,18.4,10.9,2.34,18.3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-23",28,10,37.2,10.6,18.8,10.7,2.44,19,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-24",28.3,9.9,37.5,10.6,19.2,10.6,2.55,19.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-25",28.7,9.8,37.8,10.6,19.6,10.4,2.65,20.2,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-26",29.1,9.7,38.2,10.6,20,10.2,2.76,20.8,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-27",29.5,9.6,38.6,10.5,20.5,10.1,2.86,21.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-28",29.9,9.5,39,10.5,20.9,9.9,2.97,22,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-29",30.3,9.4,39.4,10.5,21.3,9.7,3.08,22.5,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-30",30.8,9.3,39.8,10.4,21.8,9.5,3.18,23,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"03-31",31.2,9.2,40.2,10.4,22.2,9.3,3.29,23.5,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-01",31.7,9,40.7,10.3,22.6,9.1,0.11,0.5,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-02",32.1,8.9,41.1,10.3,23.1,8.9,0.23,1.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-03",32.6,8.8,41.6,10.3,23.6,8.7,0.35,1.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-04",33.1,8.7,42.1,10.2,24,8.5,0.46,2.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-05",33.6,8.6,42.6,10.2,24.5,8.4,0.58,2.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-06",34.1,8.5,43.2,10.2,24.9,8.2,0.7,3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-07",34.6,8.4,43.7,10.2,25.4,8,0.82,3.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-08",35.1,8.4,44.2,10.3,25.9,7.9,0.94,3.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-09",35.6,8.3,44.8,10.3,26.4,7.7,1.06,4.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-10",36.1,8.3,45.4,10.4,26.9,7.6,1.19,4.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-11",36.6,8.3,45.9,10.4,27.3,7.5,1.31,4.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-12",37.2,8.2,46.5,10.4,27.8,7.4,1.44,5.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-13",37.7,8.2,47.1,10.5,28.3,7.3,1.57,5.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-14",38.3,8.2,47.7,10.6,28.8,7.2,1.7,5.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-15",38.8,8.2,48.3,10.6,29.3,7.1,1.84,6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-16",39.3,8.2,48.9,10.7,29.8,7,1.97,6.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-17",39.9,8.2,49.5,10.8,30.3,6.9,2.11,6.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-18",40.4,8.2,50.1,10.8,30.7,6.9,2.25,6.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-19",41,8.2,50.7,10.9,31.2,6.8,2.39,7.2,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-20",41.5,8.2,51.3,11,31.7,6.7,2.52,7.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-21",42.1,8.2,51.9,11,32.2,6.7,2.67,7.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-22",42.6,8.2,52.5,11.1,32.6,6.7,2.8,7.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-23",43.1,8.2,53.1,11.1,33.1,6.6,2.94,8.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-24",43.6,8.2,53.7,11.1,33.6,6.6,3.08,8.3,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-25",44.2,8.1,54.3,11.1,34,6.6,3.21,8.4,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-26",44.7,8.1,54.8,11.1,34.5,6.5,3.35,8.6,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-27",45.2,8.1,55.4,11.1,34.9,6.5,3.49,8.7,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-28",45.7,8.1,56,11,35.4,6.5,3.62,8.9,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-29",46.1,8.1,56.5,11,35.8,6.5,3.76,9.1,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
"04-30",46.6,8,57,10.9,36.2,6.5,3.89,9.2,457.2,"USC00438169",-72.0481,44.6122,"05867","Caledonia County","VT",8,-72.114503,-71.982246,44.749624,44.590519
