County,CropTypes,Year,STATEFP,COUNTYFP,GEOID,ALAND,AWATER,Count
Contra Costa,Strawberries,2016,6,13,6013,1857229826.0,225285866.0,3
Contra Costa,Tomatoes,2016,6,13,6013,1857229826.0,225285866.0,12696
Contra Costa,Walnuts,2016,6,13,6013,1857229826.0,225285866.0,3910
Del Norte,Other Hay/Non Alfalfa,2016,6,15,6015,2606117982.0,578742642.0,6
El Dorado,Almonds,2016,6,17,6017,4423299441.0,203342316.0,40
El Dorado,Grapes,2016,6,17,6017,4423299441.0,203342316.0,181
El Dorado,Oranges,2016,6,17,6017,4423299441.0,203342316.0,1
El Dorado,Other Hay/Non Alfalfa,2016,6,17,6017,4423299441.0,203342316.0,243
El Dorado,Pistachios,2016,6,17,6017,4423299441.0,203342316.0,1
El Dorado,Tomatoes,2016,6,17,6017,4423299441.0,203342316.0,1
El Dorado,Walnuts,2016,6,17,6017,4423299441.0,203342316.0,41
Fresno,Almonds,2016,6,19,6019,15432139300.0,136609898.0,1092351
Fresno,Grapes,2016,6,19,6019,15432139300.0,136609898.0,1089775
Fresno,Lettuce,2016,6,19,6019,15432139300.0,136609898.0,9969
Fresno,Oranges,2016,6,19,6019,15432139300.0,136609898.0,160360
Fresno,Other Hay/Non Alfalfa,2016,6,19,6019,15432139300.0,136609898.0,7053
Fresno,Pistachios,2016,6,19,6019,15432139300.0,136609898.0,282561
Fresno,Rice,2016,6,19,6019,15432139300.0,136609898.0,5574
Fresno,Tomatoes,2016,6,19,6019,15432139300.0,136609898.0,386110
Fresno,Walnuts,2016,6,19,6019,15432139300.0,136609898.0,102225
Glenn,Almonds,2016,6,21,6021,3403160291.0,33693350.0,262846
Glenn,Grapes,2016,6,21,6021,3403160291.0,33693350.0,8174
Glenn,Lettuce,2016,6,21,6021,3403160291.0,33693350.0,34
Glenn,Oranges,2016,6,21,6021,3403160291.0,33693350.0,7
Glenn,Other Hay/Non Alfalfa,2016,6,21,6021,3403160291.0,33693350.0,27992
Glenn,Pistachios,2016,6,21,6021,3403160291.0,33693350.0,6684
Glenn,Rice,2016,6,21,6021,3403160291.0,33693350.0,388995
Glenn,Tomatoes,2016,6,21,6021,3403160291.0,33693350.0,7189
Glenn,Walnuts,2016,6,21,6021,3403160291.0,33693350.0,163883
Humboldt,Almonds,2016,6,23,6023,9241426488.0,1253864712.0,7
Humboldt,Grapes,2016,6,23,6023,9241426488.0,1253864712.0,113
Humboldt,Other Hay/Non Alfalfa,2016,6,23,6023,9241426488.0,1253864712.0,307
Humboldt,Pistachios,2016,6,23,6023,9241426488.0,1253864712.0,3
Imperial,Almonds,2016,6,25,6025,10814594615.0,790217372.0,1996
Imperial,Grapes,2016,6,25,6025,10814594615.0,790217372.0,687
Imperial,Lettuce,2016,6,25,6025,10814594615.0,790217372.0,59621
Imperial,Other Hay/Non Alfalfa,2016,6,25,6025,10814594615.0,790217372.0,279629
Imperial,Tomatoes,2016,6,25,6025,10814594615.0,790217372.0,6
Inyo,Almonds,2016,6,27,6027,26410680788.0,76915743.0,17
Inyo,Oranges,2016,6,27,6027,26410680788.0,76915743.0,1
Inyo,Other Hay/Non Alfalfa,2016,6,27,6027,26410680788.0,76915743.0,236
Inyo,Tomatoes,2016,6,27,6027,26410680788.0,76915743.0,1
Inyo,Walnuts,2016,6,27,6027,26410680788.0,76915743.0,60
Kern,Almonds,2016,6,29,6029,21062540828.0,78680980.0,1150849
Kern,Grapes,2016,6,29,6029,21062540828.0,78680980.0,339064
Kern,Lettuce,2016,6,29,6029,21062540828.0,78680980.0,1187
Kern,Oranges,2016,6,29,6029,21062540828.0,78680980.0,152284
Kern,Other Hay/Non Alfalfa,2016,6,29,6029,21062540828.0,78680980.0,6681
Kern,Pistachios,2016,6,29,6029,21062540828.0,78680980.0,430274
Kern,Tomatoes,2016,6,29,6029,21062540828.0,78680980.0,84043
Kern,Walnuts,2016,6,29,6029,21062540828.0,78680980.0,16602
Kings,Almonds,2016,6,31,6031,3600883803.0,3162664.0,203656
Kings,Grapes,2016,6,31,6031,3600883803.0,3162664.0,80874
Kings,Lettuce,2016,6,31,6031,3600883803.0,3162664.0,629
Kings,Oranges,2016,6,31,6031,3600883803.0,3162664.0,828
Kings,Other Hay/Non Alfalfa,2016,6,31,6031,3600883803.0,3162664.0,7132
Kings,Pistachios,2016,6,31,6031,3600883803.0,3162664.0,174154
Kings,Rice,2016,6,31,6031,3600883803.0,3162664.0,1
Kings,Tomatoes,2016,6,31,6031,3600883803.0,3162664.0,135565
Kings,Walnuts,2016,6,31,6031,3600883803.0,3162664.0,69443
Klamath,Other Hay/Non Alfalfa,2016,41,35,41035,15391639810.0,503686589.0,11
Lake,Almonds,2016,6,33,6033,3254349190.0,188851723.0,724
Lake,Grapes,2016,6,33,6033,3254349190.0,188851723.0,7458
Lake,Other Hay/Non Alfalfa,2016,6,33,6033,3254349190.0,188851723.0,4089
Lake,Pistachios,2016,6,33,6033,3254349190.0,188851723.0,110
Lake,Rice,2016,6,33,6033,3254349190.0,188851723.0,54
Lake,Walnuts,2016,6,33,6033,3254349190.0,188851723.0,1065
Lassen,Almonds,2016,6,35,6035,11761615584.0,463426056.0,75
Lassen,Grapes,2016,6,35,6035,11761615584.0,463426056.0,13
Lassen,Other Hay/Non Alfalfa,2016,6,35,6035,11761615584.0,463426056.0,53261
Lassen,Rice,2016,6,35,6035,11761615584.0,463426056.0,7
Lassen,Tomatoes,2016,6,35,6035,11761615584.0,463426056.0,3
Los Angeles,Almonds,2016,6,37,6037,10511861492.0,1793485467.0,122
Los Angeles,Grapes,2016,6,37,6037,10511861492.0,1793485467.0,41
Los Angeles,Oranges,2016,6,37,6037,10511861492.0,1793485467.0,23
Los Angeles,Other Hay/Non Alfalfa,2016,6,37,6037,10511861492.0,1793485467.0,4988
Los Angeles,Pistachios,2016,6,37,6037,10511861492.0,1793485467.0,3103
Los Angeles,Strawberries,2016,6,37,6037,10511861492.0,1793485467.0,114
Los Angeles,Tomatoes,2016,6,37,6037,10511861492.0,1793485467.0,23
Los Angeles,Walnuts,2016,6,37,6037,10511861492.0,1793485467.0,112
Madera,Almonds,2016,6,39,6039,5534617472.0,42245931.0,593823
Madera,Grapes,2016,6,39,6039,5534617472.0,42245931.0,467849
Madera,Lettuce,2016,6,39,6039,5534617472.0,42245931.0,51
Madera,Oranges,2016,6,39,6039,5534617472.0,42245931.0,43173
Madera,Other Hay/Non Alfalfa,2016,6,39,6039,5534617472.0,42245931.0,5806
Madera,Pistachios,2016,6,39,6039,5534617472.0,42245931.0,78624
Madera,Rice,2016,6,39,6039,5534617472.0,42245931.0,17
Madera,Tomatoes,2016,6,39,6039,5534617472.0,42245931.0,16440
Madera,Walnuts,2016,6,39,6039,5534617472.0,42245931.0,29603
Marin,Almonds,2016,6,41,6041,1347950152.0,797055812.0,15
Marin,Grapes,2016,6,41,6041,1347950152.0,797055812.0,1760
Marin,Other Hay/Non Alfalfa,2016,6,41,6041,1347950152.0,797055812.0,1702
Marin,Pistachios,2016,6,41,6041,1347950152.0,797055812.0,133
Marin,Rice,2016,6,41,6041,1347950152.0,797055812.0,29
Marin,Tomatoes,2016,6,41,6041,1347950152.0,797055812.0,3
Marin,Walnuts,2016,6,41,6041,1347950152.0,797055812.0,237
Mariposa,Almonds,2016,6,43,6043,3752472150.0,36225644.0,251
Mariposa,Grapes,2016,6,43,6043,3752472150.0,36225644.0,67
Mariposa,Oranges,2016,6,43,6043,3752472150.0,36225644.0,15
Mariposa,Pistachios,2016,6,43,6043,3752472150.0,36225644.0,19
Mariposa,Walnuts,2016,6,43,6043,3752472150.0,36225644.0,5
Mendocino,Almonds,2016,6,45,6045,9081426663.0,962946206.0,106
Mendocino,Grapes,2016,6,45,6045,9081426663.0,962946206.0,11052
Mendocino,Oranges,2016,6,45,6045,9081426663.0,962946206.0,1
Mendocino,Other Hay/Non Alfalfa,2016,6,45,6045,9081426663.0,962946206.0,34783
Mendocino,Pistachios,2016,6,45,6045,9081426663.0,962946206.0,2
Mendocino,Walnuts,2016,6,45,6045,9081426663.0,962946206.0,61
Merced,Almonds,2016,6,47,6047,5014506620.0,110178168.0,576333
Merced,Grapes,2016,6,47,6047,5014506620.0,110178168.0,166343
Merced,Lettuce,2016,6,47,6047,5014506620.0,110178168.0,2374
Merced,Oranges,2016,6,47,6047,5014506620.0,110178168.0,708
Merced,Other Hay/Non Alfalfa,2016,6,47,6047,5014506620.0,110178168.0,36003
Merced,Pistachios,2016,6,47,6047,5014506620.0,110178168.0,45272
Merced,Rice,2016,6,47,6047,5014506620.0,110178168.0,4397
Merced,Strawberries,2016,6,47,6047,5014506620.0,110178168.0,30
Merced,Tomatoes,2016,6,47,6047,5014506620.0,110178168.0,160400
Merced,Walnuts,2016,6,47,6047,5014506620.0,110178168.0,10192
Modoc,Almonds,2016,6,49,6049,10225096402.0,661284408.0,2
Modoc,Grapes,2016,6,49,6049,10225096402.0,661284408.0,15
Modoc,Other Hay/Non Alfalfa,2016,6,49,6049,10225096402.0,661284408.0,120003
Modoc,Rice,2016,6,49,6049,10225096402.0,661284408.0,152
Modoc,Walnuts,2016,6,49,6049,10225096402.0,661284408.0,4
Mono,Grapes,2016,6,51,6051,7896838483.0,214695677.0,16
Mono,Other Hay/Non Alfalfa,2016,6,51,6051,7896838483.0,214695677.0,2947
Monterey,Almonds,2016,6,53,6053,8499616876.0,1267800137.0,2860
Monterey,Grapes,2016,6,53,6053,8499616876.0,1267800137.0,300854
Monterey,Lettuce,2016,6,53,6053,8499616876.0,1267800137.0,51
Monterey,Oranges,2016,6,53,6053,8499616876.0,1267800137.0,61
Monterey,Other Hay/Non Alfalfa,2016,6,53,6053,8499616876.0,1267800137.0,10856
Monterey,Pistachios,2016,6,53,6053,8499616876.0,1267800137.0,61
Monterey,Rice,2016,6,53,6053,8499616876.0,1267800137.0,532
Monterey,Strawberries,2016,6,53,6053,8499616876.0,1267800137.0,43051
Monterey,Tomatoes,2016,6,53,6053,8499616876.0,1267800137.0,12146
Monterey,Walnuts,2016,6,53,6053,8499616876.0,1267800137.0,824
Napa,Almonds,2016,6,55,6055,1937986794.0,104295181.0,1474
Napa,Grapes,2016,6,55,6055,1937986794.0,104295181.0,155301
Napa,Other Hay/Non Alfalfa,2016,6,55,6055,1937986794.0,104295181.0,1645
Napa,Pistachios,2016,6,55,6055,1937986794.0,104295181.0,22
Napa,Rice,2016,6,55,6055,1937986794.0,104295181.0,1
Napa,Strawberries,2016,6,55,6055,1937986794.0,104295181.0,1
Napa,Tomatoes,2016,6,55,6055,1937986794.0,104295181.0,1
Napa,Walnuts,2016,6,55,6055,1937986794.0,104295181.0,1354
Nevada,Almonds,2016,6,57,6057,2480587338.0,41531993.0,4
Nevada,Grapes,2016,6,57,6057,2480587338.0,41531993.0,12
Nevada,Other Hay/Non Alfalfa,2016,6,57,6057,2480587338.0,41531993.0,124
Nevada,Walnuts,2016,6,57,6057,2480587338.0,41531993.0,1
Orange,Grapes,2016,6,59,6059,2053367783.0,401931862.0,1
Orange,Pistachios,2016,6,59,6059,2053367783.0,401931862.0,23
Orange,Walnuts,2016,6,59,6059,2053367783.0,401931862.0,1
Placer,Almonds,2016,6,61,6061,3644306246.0,246466620.0,2509
Placer,Grapes,2016,6,61,6061,3644306246.0,246466620.0,595
Placer,Other Hay/Non Alfalfa,2016,6,61,6061,3644306246.0,246466620.0,28402
Placer,Pistachios,2016,6,61,6061,3644306246.0,246466620.0,65
Placer,Rice,2016,6,61,6061,3644306246.0,246466620.0,65683
Placer,Tomatoes,2016,6,61,6061,3644306246.0,246466620.0,227
Placer,Walnuts,2016,6,61,6061,3644306246.0,246466620.0,6335
Plumas,Grapes,2016,6,63,6063,6612400910.0,156387636.0,2
Plumas,Other Hay/Non Alfalfa,2016,6,63,6063,6612400910.0,156387636.0,7243
Plumas,Rice,2016,6,63,6063,6612400910.0,156387636.0,136
Riverside,Almonds,2016,6,65,6065,18671212657.0,243883196.0,363
Riverside,Grapes,2016,6,65,6065,18671212657.0,243883196.0,43224
Riverside,Lettuce,2016,6,65,6065,18671212657.0,243883196.0,40
Riverside,Oranges,2016,6,65,6065,18671212657.0,243883196.0,2
Riverside,Other Hay/Non Alfalfa,2016,6,65,6065,18671212657.0,243883196.0,14953
Riverside,Tomatoes,2016,6,65,6065,18671212657.0,243883196.0,1975
Sacramento,Almonds,2016,6,67,6067,2499983887.0,75425434.0,8412
Sacramento,Grapes,2016,6,67,6067,2499983887.0,75425434.0,121744
Sacramento,Oranges,2016,6,67,6067,2499983887.0,75425434.0,4
Sacramento,Other Hay/Non Alfalfa,2016,6,67,6067,2499983887.0,75425434.0,120851
Sacramento,Pistachios,2016,6,67,6067,2499983887.0,75425434.0,50
Sacramento,Rice,2016,6,67,6067,2499983887.0,75425434.0,37322
Sacramento,Strawberries,2016,6,67,6067,2499983887.0,75425434.0,5
Sacramento,Tomatoes,2016,6,67,6067,2499983887.0,75425434.0,18873
Sacramento,Walnuts,2016,6,67,6067,2499983887.0,75425434.0,20418
San Benito,Almonds,2016,6,69,6069,3596591082.0,4719300.0,1604
San Benito,Grapes,2016,6,69,6069,3596591082.0,4719300.0,9616
San Benito,Lettuce,2016,6,69,6069,3596591082.0,4719300.0,203
San Benito,Oranges,2016,6,69,6069,3596591082.0,4719300.0,2
San Benito,Other Hay/Non Alfalfa,2016,6,69,6069,3596591082.0,4719300.0,1723
San Benito,Pistachios,2016,6,69,6069,3596591082.0,4719300.0,17
San Benito,Rice,2016,6,69,6069,3596591082.0,4719300.0,58
San Benito,Strawberries,2016,6,69,6069,3596591082.0,4719300.0,1060
San Benito,Tomatoes,2016,6,69,6069,3596591082.0,4719300.0,2888
San Benito,Walnuts,2016,6,69,6069,3596591082.0,4719300.0,998
San Bernardino,Oranges,2016,6,71,6071,51975576263.0,96414425.0,6
San Bernardino,Other Hay/Non Alfalfa,2016,6,71,6071,51975576263.0,96414425.0,651
San Bernardino,Pistachios,2016,6,71,6071,51975576263.0,96414425.0,1
San Diego,Almonds,2016,6,73,6073,10904373558.0,817404622.0,7
San Diego,Grapes,2016,6,73,6073,10904373558.0,817404622.0,15
San Diego,Oranges,2016,6,73,6073,10904373558.0,817404622.0,6
San Diego,Other Hay/Non Alfalfa,2016,6,73,6073,10904373558.0,817404622.0,399
San Francisco,Grapes,2016,6,75,6075,121477743.0,479114582.0,1
San Francisco,Tomatoes,2016,6,75,6075,121477743.0,479114582.0,13
San Joaquin,Almonds,2016,6,77,6077,3606127799.0,89109687.0,332864
San Joaquin,Grapes,2016,6,77,6077,3606127799.0,89109687.0,460421
San Joaquin,Lettuce,2016,6,77,6077,3606127799.0,89109687.0,1
San Joaquin,Other Hay/Non Alfalfa,2016,6,77,6077,3606127799.0,89109687.0,43282
San Joaquin,Pistachios,2016,6,77,6077,3606127799.0,89109687.0,41
San Joaquin,Rice,2016,6,77,6077,3606127799.0,89109687.0,16386
San Joaquin,Strawberries,2016,6,77,6077,3606127799.0,89109687.0,148
San Joaquin,Tomatoes,2016,6,77,6077,3606127799.0,89109687.0,157818
San Joaquin,Walnuts,2016,6,77,6077,3606127799.0,89109687.0,345697
San Luis Obispo,Almonds,2016,6,79,6079,8548557892.0,815573121.0,2084
San Luis Obispo,Grapes,2016,6,79,6079,8548557892.0,815573121.0,199950
San Luis Obispo,Oranges,2016,6,79,6079,8548557892.0,815573121.0,30
San Luis Obispo,Other Hay/Non Alfalfa,2016,6,79,6079,8548557892.0,815573121.0,16882
San Luis Obispo,Pistachios,2016,6,79,6079,8548557892.0,815573121.0,853
San Luis Obispo,Rice,2016,6,79,6079,8548557892.0,815573121.0,42
San Luis Obispo,Strawberries,2016,6,79,6079,8548557892.0,815573121.0,7806
San Luis Obispo,Tomatoes,2016,6,79,6079,8548557892.0,815573121.0,1028
San Luis Obispo,Walnuts,2016,6,79,6079,8548557892.0,815573121.0,168
San Mateo,Almonds,2016,6,81,6081,1161957020.0,757114175.0,105
San Mateo,Grapes,2016,6,81,6081,1161957020.0,757114175.0,34
San Mateo,Other Hay/Non Alfalfa,2016,6,81,6081,1161957020.0,757114175.0,557
San Mateo,Pistachios,2016,6,81,6081,1161957020.0,757114175.0,2
San Mateo,Rice,2016,6,81,6081,1161957020.0,757114175.0,220
San Mateo,Strawberries,2016,6,81,6081,1161957020.0,757114175.0,182
San Mateo,Tomatoes,2016,6,81,6081,1161957020.0,757114175.0,51
San Mateo,Walnuts,2016,6,81,6081,1161957020.0,757114175.0,106
Santa Barbara,Almonds,2016,6,83,6083,7084063392.0,2729751706.0,2470
Santa Barbara,Grapes,2016,6,83,6083,7084063392.0,2729751706.0,96214
Santa Barbara,Lettuce,2016,6,83,6083,7084063392.0,2729751706.0,9
Santa Barbara,Oranges,2016,6,83,6083,7084063392.0,2729751706.0,174
Santa Barbara,Other Hay/Non Alfalfa,2016,6,83,6083,7084063392.0,2729751706.0,3443
Santa Barbara,Pistachios,2016,6,83,6083,7084063392.0,2729751706.0,5399
Santa Barbara,Rice,2016,6,83,6083,7084063392.0,2729751706.0,1
Santa Barbara,Strawberries,2016,6,83,6083,7084063392.0,2729751706.0,32159
Santa Barbara,Tomatoes,2016,6,83,6083,7084063392.0,2729751706.0,1330
Santa Barbara,Walnuts,2016,6,83,6083,7084063392.0,2729751706.0,407
Santa Clara,Almonds,2016,6,85,6085,3343890934.0,33595384.0,744
Santa Clara,Grapes,2016,6,85,6085,3343890934.0,33595384.0,4110
Santa Clara,Lettuce,2016,6,85,6085,3343890934.0,33595384.0,12
Santa Clara,Other Hay/Non Alfalfa,2016,6,85,6085,3343890934.0,33595384.0,6805
Santa Clara,Pistachios,2016,6,85,6085,3343890934.0,33595384.0,2
Santa Clara,Rice,2016,6,85,6085,3343890934.0,33595384.0,19
Santa Clara,Strawberries,2016,6,85,6085,3343890934.0,33595384.0,196
Santa Clara,Tomatoes,2016,6,85,6085,3343890934.0,33595384.0,5923
Santa Clara,Walnuts,2016,6,85,6085,3343890934.0,33595384.0,505
Santa Cruz,Almonds,2016,6,87,6087,1152794691.0,419743117.0,101
Santa Cruz,Grapes,2016,6,87,6087,1152794691.0,419743117.0,372
Santa Cruz,Lettuce,2016,6,87,6087,1152794691.0,419743117.0,7
Santa Cruz,Other Hay/Non Alfalfa,2016,6,87,6087,1152794691.0,419743117.0,699
Santa Cruz,Rice,2016,6,87,6087,1152794691.0,419743117.0,57
Santa Cruz,Strawberries,2016,6,87,6087,1152794691.0,419743117.0,5647
Santa Cruz,Tomatoes,2016,6,87,6087,1152794691.0,419743117.0,162
Santa Cruz,Walnuts,2016,6,87,6087,1152794691.0,419743117.0,40
Shasta,Almonds,2016,6,89,6089,9778407493.0,186302040.0,319
Shasta,Grapes,2016,6,89,6089,9778407493.0,186302040.0,577
Shasta,Other Hay/Non Alfalfa,2016,6,89,6089,9778407493.0,186302040.0,98107
Shasta,Pistachios,2016,6,89,6089,9778407493.0,186302040.0,45
Shasta,Rice,2016,6,89,6089,9778407493.0,186302040.0,29
Shasta,Tomatoes,2016,6,89,6089,9778407493.0,186302040.0,1
Shasta,Walnuts,2016,6,89,6089,9778407493.0,186302040.0,2059
Sierra,Other Hay/Non Alfalfa,2016,6,91,6091,2468694583.0,23299110.0,88
Siskiyou,Grapes,2016,6,93,6093,16261933244.0,179149815.0,112
Siskiyou,Other Hay/Non Alfalfa,2016,6,93,6093,16261933244.0,179149815.0,84121
Siskiyou,Pistachios,2016,6,93,6093,16261933244.0,179149815.0,1
Siskiyou,Rice,2016,6,93,6093,16261933244.0,179149815.0,113
Siskiyou,Walnuts,2016,6,93,6093,16261933244.0,179149815.0,6
Solano,Almonds,2016,6,95,6095,2128488719.0,218671901.0,82023
Solano,Grapes,2016,6,95,6095,2128488719.0,218671901.0,23670
Solano,Lettuce,2016,6,95,6095,2128488719.0,218671901.0,1
Solano,Other Hay/Non Alfalfa,2016,6,95,6095,2128488719.0,218671901.0,59937
Solano,Pistachios,2016,6,95,6095,2128488719.0,218671901.0,1015
Solano,Rice,2016,6,95,6095,2128488719.0,218671901.0,1007
Solano,Strawberries,2016,6,95,6095,2128488719.0,218671901.0,3
Solano,Tomatoes,2016,6,95,6095,2128488719.0,218671901.0,52554
Solano,Walnuts,2016,6,95,6095,2128488719.0,218671901.0,40207
Sonoma,Almonds,2016,6,97,6097,4080764059.0,498182342.0,261
Sonoma,Grapes,2016,6,97,6097,4080764059.0,498182342.0,237091
Sonoma,Other Hay/Non Alfalfa,2016,6,97,6097,4080764059.0,498182342.0,13009
Sonoma,Pistachios,2016,6,97,6097,4080764059.0,498182342.0,271
Sonoma,Rice,2016,6,97,6097,4080764059.0,498182342.0,710
Sonoma,Strawberries,2016,6,97,6097,4080764059.0,498182342.0,1
Sonoma,Tomatoes,2016,6,97,6097,4080764059.0,498182342.0,1738
Sonoma,Walnuts,2016,6,97,6097,4080764059.0,498182342.0,187
Stanislaus,Almonds,2016,6,99,6099,3874667416.0,46351766.0,667987
Stanislaus,Grapes,2016,6,99,6099,3874667416.0,46351766.0,119527
Stanislaus,Oranges,2016,6,99,6099,3874667416.0,46351766.0,4
Stanislaus,Other Hay/Non Alfalfa,2016,6,99,6099,3874667416.0,46351766.0,158475
Stanislaus,Pistachios,2016,6,99,6099,3874667416.0,46351766.0,784
Stanislaus,Rice,2016,6,99,6099,3874667416.0,46351766.0,2945
Stanislaus,Strawberries,2016,6,99,6099,3874667416.0,46351766.0,149
Stanislaus,Tomatoes,2016,6,99,6099,3874667416.0,46351766.0,37611
Stanislaus,Walnuts,2016,6,99,6099,3874667416.0,46351766.0,111542
Sutter,Almonds,2016,6,101,6101,1560546528.0,15240591.0,81170
Sutter,Grapes,2016,6,101,6101,1560546528.0,15240591.0,15529
Sutter,Oranges,2016,6,101,6101,1560546528.0,15240591.0,27
Sutter,Other Hay/Non Alfalfa,2016,6,101,6101,1560546528.0,15240591.0,9458
Sutter,Pistachios,2016,6,101,6101,1560546528.0,15240591.0,3815
Sutter,Rice,2016,6,101,6101,1560546528.0,15240591.0,519549
Sutter,Tomatoes,2016,6,101,6101,1560546528.0,15240591.0,56588
Sutter,Walnuts,2016,6,101,6101,1560546528.0,15240591.0,171719
Tehama,Almonds,2016,6,103,6103,7638228749.0,33767783.0,99885
Tehama,Grapes,2016,6,103,6103,7638228749.0,33767783.0,7185
Tehama,Lettuce,2016,6,103,6103,7638228749.0,33767783.0,1
Tehama,Oranges,2016,6,103,6103,7638228749.0,33767783.0,14
Tehama,Other Hay/Non Alfalfa,2016,6,103,6103,7638228749.0,33767783.0,22647
Tehama,Pistachios,2016,6,103,6103,7638228749.0,33767783.0,1911
Tehama,Rice,2016,6,103,6103,7638228749.0,33767783.0,1259
Tehama,Tomatoes,2016,6,103,6103,7638228749.0,33767783.0,76
Tehama,Walnuts,2016,6,103,6103,7638228749.0,33767783.0,107031
Trinity,Almonds,2016,6,105,6105,8234265082.0,73407950.0,1
Trinity,Grapes,2016,6,105,6105,8234265082.0,73407950.0,147
Trinity,Other Hay/Non Alfalfa,2016,6,105,6105,8234265082.0,73407950.0,275
Tulare,Almonds,2016,6,107,6107,12494889125.0,37207487.0,691760
Tulare,Grapes,2016,6,107,6107,12494889125.0,37207487.0,277094
Tulare,Lettuce,2016,6,107,6107,12494889125.0,37207487.0,186
Tulare,Oranges,2016,6,107,6107,12494889125.0,37207487.0,247985
Tulare,Other Hay/Non Alfalfa,2016,6,107,6107,12494889125.0,37207487.0,4128
Tulare,Pistachios,2016,6,107,6107,12494889125.0,37207487.0,227033
Tulare,Rice,2016,6,107,6107,12494889125.0,37207487.0,66
Tulare,Tomatoes,2016,6,107,6107,12494889125.0,37207487.0,16762
Tulare,Walnuts,2016,6,107,6107,12494889125.0,37207487.0,195670
Tuolumne,Almonds,2016,6,109,6109,5752029633.0,138772442.0,12
Tuolumne,Grapes,2016,6,109,6109,5752029633.0,138772442.0,4
Tuolumne,Other Hay/Non Alfalfa,2016,6,109,6109,5752029633.0,138772442.0,2
Tuolumne,Pistachios,2016,6,109,6109,5752029633.0,138772442.0,4
Tuolumne,Walnuts,2016,6,109,6109,5752029633.0,138772442.0,1
Ventura,Almonds,2016,6,111,6111,4771987962.0,947345370.0,2168
Ventura,Grapes,2016,6,111,6111,4771987962.0,947345370.0,432
Ventura,Lettuce,2016,6,111,6111,4771987962.0,947345370.0,75
Ventura,Oranges,2016,6,111,6111,4771987962.0,947345370.0,3468
Ventura,Other Hay/Non Alfalfa,2016,6,111,6111,4771987962.0,947345370.0,269
Ventura,Pistachios,2016,6,111,6111,4771987962.0,947345370.0,987
Ventura,Strawberries,2016,6,111,6111,4771987962.0,947345370.0,32750
Ventura,Tomatoes,2016,6,111,6111,4771987962.0,947345370.0,302
Ventura,Walnuts,2016,6,111,6111,4771987962.0,947345370.0,804
Yolo,Almonds,2016,6,113,6113,2628144759.0,22878428.0,188328
Yolo,Grapes,2016,6,113,6113,2628144759.0,22878428.0,90001
Yolo,Other Hay/Non Alfalfa,2016,6,113,6113,2628144759.0,22878428.0,55319
Yolo,Pistachios,2016,6,113,6113,2628144759.0,22878428.0,6038
Yolo,Rice,2016,6,113,6113,2628144759.0,22878428.0,154854
Yolo,Strawberries,2016,6,113,6113,2628144759.0,22878428.0,16
Yolo,Tomatoes,2016,6,113,6113,2628144759.0,22878428.0,168894
Yolo,Walnuts,2016,6,113,6113,2628144759.0,22878428.0,84281
Yuba,Almonds,2016,6,115,6115,1636913845.0,31057995.0,22515
Yuba,Grapes,2016,6,115,6115,1636913845.0,31057995.0,7180
Yuba,Oranges,2016,6,115,6115,1636913845.0,31057995.0,123
Yuba,Other Hay/Non Alfalfa,2016,6,115,6115,1636913845.0,31057995.0,5738
Yuba,Pistachios,2016,6,115,6115,1636913845.0,31057995.0,1072
Yuba,Rice,2016,6,115,6115,1636913845.0,31057995.0,175317
Yuba,Tomatoes,2016,6,115,6115,1636913845.0,31057995.0,865
Yuba,Walnuts,2016,6,115,6115,1636913845.0,31057995.0,79109
Yuma,Lettuce,2016,4,27,4027,14280777606.0,13248642.0,1
Alameda,Almonds,2017,6,1,6001,1909614756.0,216907015.0,119
Alameda,Grapes,2017,6,1,6001,1909614756.0,216907015.0,1504
Alameda,Oranges,2017,6,1,6001,1909614756.0,216907015.0,1
Alameda,Other Hay/Non Alfalfa,2017,6,1,6001,1909614756.0,216907015.0,1480
Alameda,Strawberries,2017,6,1,6001,1909614756.0,216907015.0,21
Alameda,Tomatoes,2017,6,1,6001,1909614756.0,216907015.0,1
Alameda,Walnuts,2017,6,1,6001,1909614756.0,216907015.0,114
Alpine,Other Hay/Non Alfalfa,2017,6,3,6003,1912292608.0,12557304.0,861
Amador,Almonds,2017,6,5,6005,1539933596.0,29470567.0,126
Amador,Grapes,2017,6,5,6005,1539933596.0,29470567.0,3239
Amador,Other Hay/Non Alfalfa,2017,6,5,6005,1539933596.0,29470567.0,4099
Amador,Pistachios,2017,6,5,6005,1539933596.0,29470567.0,7
Amador,Strawberries,2017,6,5,6005,1539933596.0,29470567.0,4
Amador,Walnuts,2017,6,5,6005,1539933596.0,29470567.0,1015
Butte,Almonds,2017,6,7,6007,4238488156.0,105261063.0,136246
Butte,Grapes,2017,6,7,6007,4238488156.0,105261063.0,239
Butte,Oranges,2017,6,7,6007,4238488156.0,105261063.0,35
Butte,Other Hay/Non Alfalfa,2017,6,7,6007,4238488156.0,105261063.0,6233
Butte,Pistachios,2017,6,7,6007,4238488156.0,105261063.0,2171
Butte,Rice,2017,6,7,6007,4238488156.0,105261063.0,372255
Butte,Tomatoes,2017,6,7,6007,4238488156.0,105261063.0,182
Butte,Walnuts,2017,6,7,6007,4238488156.0,105261063.0,313335
Calaveras,Almonds,2017,6,9,6009,2641784992.0,43841871.0,272
